geopoint,Daylight_savings_time_flag,Timezone,Longitude,Latitude,State,City,Zip
"35.294405,-118.905173",1,-8,-118.905173,35.294405,CA,Tehachapi,93581
"33.786594,-118.298662",1,-8,-118.298662,33.786594,CA,Lancaster,93584
"33.786594,-118.298662",1,-8,-118.298662,33.786594,CA,Lancaster,93586
"33.786594,-118.298662",1,-8,-118.298662,33.786594,CA,Palmdale,93590
"34.596742,-117.84467",1,-8,-117.84467,34.596742,CA,Palmdale,93591
"34.839964,-115.967051",1,-8,-115.967051,34.839964,CA,Trona,93592
"35.294405,-118.905173",1,-8,-118.905173,35.294405,CA,Boron,93596
"33.786594,-118.298662",1,-8,-118.298662,33.786594,CA,Palmdale,93599
"37.388698,-119.72439",1,-8,-119.72439,37.388698,CA,Ahwahnee,93601
"37.077273,-119.42982",1,-8,-119.42982,37.077273,CA,Auberry,93602
"36.678073,-118.9601",1,-8,-118.9601,36.678073,CA,Badger,93603
"37.364625,-119.51261",1,-8,-119.51261,37.364625,CA,Bass Lake,93604
"37.191503,-119.26372",1,-8,-119.26372,37.191503,CA,Big Creek,93605
"36.802534,-120.01902",1,-8,-120.01902,36.802534,CA,Biola,93606
"36.589797,-119.899405",1,-8,-119.899405,36.589797,CA,Burrel,93607
"36.523482,-120.38428",1,-8,-120.38428,36.523482,CA,Cantua Creek,93608
"36.534599,-119.83592",1,-8,-119.83592,36.534599,CA,Caruthers,93609
"37.100417,-120.27864",1,-8,-120.27864,37.100417,CA,Chowchilla,93610
"36.840057,-119.66107",1,-8,-119.66107,36.840057,CA,Clovis,93611
"36.813456,-119.70826",1,-8,-119.70826,36.813456,CA,Clovis,93612
"37.036529,-119.511704",1,-8,-119.511704,37.036529,CA,Clovis,93613
"37.206505,-119.7207",1,-8,-119.7207,37.206505,CA,Coarsegold,93614
"36.506019,-119.2866",1,-8,-119.2866,36.506019,CA,Cutler,93615
"36.657266,-119.59309",1,-8,-119.59309,36.657266,CA,Del Rey,93616
"36.538017,-119.38887",1,-8,-119.38887,36.538016999999996,CA,Dinuba,93618
"37.029613,-120.64014",1,-8,-120.64014,37.029613,CA,Dos Palos,93620
"36.774951,-119.13779",1,-8,-119.13779,36.774951,CA,Dunlap,93621
"36.800027,-120.57996",1,-8,-120.57996,36.800027,CA,Firebaugh,93622
"37.463177,-119.64498",1,-8,-119.64498,37.463177,CA,Fish Camp,93623
"36.40263,-120.12855",1,-8,-120.12855,36.40263,CA,Five Points,93624
"36.6265,-119.67526",1,-8,-119.67526,36.6265,CA,Fowler,93625
"37.024461,-119.68496",1,-8,-119.68496,37.024461,CA,Friant,93626
"36.523726,-120.10669",1,-8,-120.10669,36.523726,CA,Helm,93627
"36.780156,-118.91524",1,-8,-118.91524,36.780156,CA,Hume,93628
"36.722616,-120.10081",1,-8,-120.10081,36.722616,CA,Kerman,93630
"36.506063,-119.54587",1,-8,-119.54587,36.506063,CA,Kingsburg,93631
"36.734051,-118.958777",1,-8,-118.958777,36.734051,CA,Kings Canyon National Pk,93633
"37.237216,-119.23304",1,-8,-119.23304,37.237216,CA,Lakeshore,93634
"37.048385,-120.86983",1,-8,-120.86983,37.048385,CA,Los Banos,93635
"36.914819,-120.15817",1,-8,-120.15817,36.914819,CA,Madera,93637
"36.991476,-119.98729",1,-8,-119.98729,36.991476,CA,Madera,93638
"37.160622,-119.945035",1,-8,-119.945035,37.160622,CA,Madera,93639
"36.701905,-120.42801",1,-8,-120.42801,36.701905,CA,Mendota,93640
"36.697311,-119.01864",1,-8,-119.01864,36.697311,CA,Miramonte,93641
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Mono Hot Springs,93642
"37.232047,-119.52006",1,-8,-119.52006,37.232047,CA,North Fork,93643
"37.405699,-119.56754",1,-8,-119.56754,37.405699,CA,Oakhurst,93644
"37.146284,-119.67379",1,-8,-119.67379,37.146284,CA,O Neals,93645
"36.623699,-119.30892",1,-8,-119.30892,36.623699,CA,Orange Cove,93646
"36.565252,-119.24273",1,-8,-119.24273,36.565252,CA,Orosi,93647
"36.61365,-119.52873",1,-8,-119.52873,36.61365,CA,Parlier,93648
"36.841665,-119.349639",1,-8,-119.349639,36.841665,CA,Piedra,93649
"36.841454,-119.79832",1,-8,-119.79832,36.841454,CA,Fresno,93650
"37.004865,-119.50748",1,-8,-119.50748,37.004865,CA,Prather,93651
"36.600348,-119.90272",1,-8,-119.90272,36.600348,CA,Raisin,93652
"37.236305,-119.92498",1,-8,-119.92498,37.236305,CA,Raymond,93653
"36.608675,-119.43761",1,-8,-119.43761,36.608675,CA,Reedley,93654
"36.45185,-119.93651",1,-8,-119.93651,36.45185,CA,Riverdale,93656
"36.72845,-119.53571",1,-8,-119.53571,36.72845,CA,Sanger,93657
"36.600172,-120.15338",1,-8,-120.15338,36.600172,CA,San Joaquin,93660
"37.186872,-120.650351",1,-8,-120.650351,37.186872,CA,Santa Rita Park,93661
"36.566779,-119.62201",1,-8,-119.62201,36.566779,CA,Selma,93662
"37.103957,-119.2644",1,-8,-119.2644,37.103957,CA,Shaver Lake,93664
"36.961248,-120.65439",1,-8,-120.65439,36.961248,CA,South Dos Palos,93665
"36.545749,-119.33907",1,-8,-119.33907,36.545749,CA,Sultana,93666
"36.981035,-119.38254",1,-8,-119.38254,36.981035,CA,Tollhouse,93667
"36.641742,-120.28909",1,-8,-120.28909,36.641742,CA,Tranquillity,93668
"37.284459,-119.53472",1,-8,-119.53472,37.284459,CA,Wishon,93669
"36.471833,-119.259352",1,-8,-119.259352,36.471833,CA,Yettem,93670
"36.455501,-119.48495",1,-8,-119.48495,36.455501,CA,Traver,93673
"36.713181,-119.18327",1,-8,-119.18327,36.713181,CA,Squaw Valley,93675
"36.648474,-120.248818",1,-8,-120.248818,36.648474,CA,Tranquillity,93688
"36.749444,-119.78872",1,-8,-119.78872,36.749444,CA,Fresno,93701
"36.741199,-119.7553",1,-8,-119.7553,36.741199,CA,Fresno,93702
"36.767299,-119.765",1,-8,-119.765,36.767299,CA,Fresno,93703
"36.794748,-119.80097",1,-8,-119.80097,36.794748,CA,Fresno,93704
"36.786948,-119.82747",1,-8,-119.82747,36.786948,CA,Fresno,93705
"36.691036,-119.83321",1,-8,-119.83321,36.691036,CA,Fresno,93706
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93707
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93708
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93709
"36.825582,-119.76358",1,-8,-119.76358,36.825582,CA,Fresno,93710
"36.831723,-119.83198",1,-8,-119.83198,36.831723,CA,Fresno,93711
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93712
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93714
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93715
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93716
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93717
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93718
"36.865587,-119.75917",1,-8,-119.75917,36.865587,CA,Fresno,93720
"36.733193,-119.78473",1,-8,-119.78473,36.733193,CA,Fresno,93721
"36.801603,-119.88878",1,-8,-119.88878,36.801603,CA,Fresno,93722
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93724
"36.658599,-119.74097",1,-8,-119.74097,36.658599,CA,Fresno,93725
"36.795249,-119.76293",1,-8,-119.76293,36.795249,CA,Fresno,93726
"36.753177,-119.69703",1,-8,-119.69703,36.753177,CA,Fresno,93727
"36.758598,-119.81022",1,-8,-119.81022,36.758598,CA,Fresno,93728
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93729
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93740
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93741
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93744
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93745
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93747
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93750
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93755
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93759
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93760
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93761
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93762
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93764
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93765
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93771
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93772
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93773
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93774
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93775
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93776
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93777
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93778
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93779
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93780
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93782
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93784
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93786
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93790
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93791
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93792
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93793
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93794
"35.717406,-118.466755",1,-8,-118.466755,35.717406,CA,Wofford Heights,93825
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93844
"36.746375,-119.639658",1,-8,-119.639658,36.746375,CA,Fresno,93888
"36.665879,-121.65497",1,-8,-121.65497,36.665879,CA,Salinas,93901
"36.35433,-121.132928",1,-8,-121.132928,36.35433,CA,Salinas,93902
"36.681161,-121.61538",1,-8,-121.61538,36.681161,CA,Salinas,93905
"36.709717,-121.63997",1,-8,-121.63997,36.709717,CA,Salinas,93906
"36.754058,-121.66472",1,-8,-121.66472,36.754058,CA,Salinas,93907
"36.619954,-121.65145",1,-8,-121.65145,36.619954,CA,Salinas,93908
"36.35433,-121.132928",1,-8,-121.132928,36.35433,CA,Salinas,93912
"36.35433,-121.132928",1,-8,-121.132928,36.35433,CA,Salinas,93915
"36.133401,-121.63798",1,-8,-121.63798,36.133401,CA,Big Sur,93920
"36.555248,-121.9212",1,-8,-121.9212,36.555248,CA,Carmel,93921
"36.543261,-121.926315",1,-8,-121.926315,36.543261,CA,Carmel,93922
"36.517261,-121.89436",1,-8,-121.89436,36.517261,CA,Carmel,93923
"36.447533,-121.68611",1,-8,-121.68611,36.447533,CA,Carmel Valley,93924
"36.581329,-121.46597",1,-8,-121.46597,36.581329,CA,Chualar,93925
"36.518179,-121.42557",1,-8,-121.42557,36.518179,CA,Gonzales,93926
"36.300819,-121.2904",1,-8,-121.2904,36.300819,CA,Greenfield,93927
"36.015388,-121.24839",1,-8,-121.24839,36.015388,CA,Jolon,93928
"36.21106,-121.05986",1,-8,-121.05986,36.21106,CA,King City,93930
"35.987276,-121.04788",1,-8,-121.04788,35.987276,CA,Lockwood,93932
"36.678155,-121.79724",1,-8,-121.79724,36.678155,CA,Marina,93933
"36.586193,-121.88667",1,-8,-121.88667,36.586193,CA,Monterey,93940
"36.35433,-121.132928",1,-8,-121.132928,36.35433,CA,Monterey,93942
"36.35433,-121.132928",1,-8,-121.132928,36.35433,CA,Monterey,93943
"36.606225,-121.908915",1,-8,-121.908915,36.606225,CA,Monterey,93944
"36.619065,-121.92102",1,-8,-121.92102,36.619065,CA,Pacific Grove,93950
"36.59081,-121.9461",1,-8,-121.9461,36.59081,CA,Pebble Beach,93953
"36.126393,-120.91784",1,-8,-120.91784,36.126393,CA,San Lucas,93954
"36.615813,-121.83461",1,-8,-121.83461,36.615813,CA,Seaside,93955
"36.41176,-121.32617",1,-8,-121.32617,36.41176,CA,Soledad,93960
"36.624606,-121.64655",1,-8,-121.64655,36.624606,CA,Spreckels,93962
"37.516687,-122.29026",1,-8,-122.29026,37.516687,CA,Belmont,94002
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,Belmont,94003
"37.682882,-122.40422",1,-8,-122.40422,37.682882,CA,Brisbane,94005
"37.574936,-122.36332",1,-8,-122.36332,37.574936,CA,Burlingame,94010
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,Burlingame,94011
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,Burlingame,94012
"37.699182,-122.45035",1,-8,-122.45035,37.699182,CA,Daly City,94014
"37.682583,-122.48209",1,-8,-122.48209,37.682583,CA,Daly City,94015
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,Daly City,94016
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,Daly City,94017
"37.510085,-122.473404",1,-8,-122.473404,37.510085,CA,El Granada,94018
"37.47584,-122.44323",1,-8,-122.44323,37.47584,CA,Half Moon Bay,94019
"37.28842,-122.22457",1,-8,-122.22457,37.28842,CA,La Honda,94020
"37.271753,-122.27672",1,-8,-122.27672,37.271753,CA,Loma Mar,94021
"37.37714,-122.12412",1,-8,-122.12412,37.37714,CA,Los Altos,94022
"37.189396,-121.705327",1,-8,-121.705327,37.189396,CA,Los Altos,94023
"37.353741,-122.08717",1,-8,-122.08717,37.353741,CA,Los Altos,94024
"37.451688,-122.18385",1,-8,-122.18385,37.451688,CA,Menlo Park,94025
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,Menlo Park,94026
"37.458615,-122.20009",1,-8,-122.20009,37.458615,CA,Atherton,94027
"37.374421,-122.213",1,-8,-122.213,37.374421,CA,Portola Valley,94028
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,Menlo Park,94029
"37.600735,-122.40135",1,-8,-122.40135,37.600735,CA,Millbrae,94030
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,Millbrae,94031
"37.189396,-121.705327",1,-8,-121.705327,37.189396,CA,Mountain View,94035
"37.539839,-122.50819",1,-8,-122.50819,37.539839,CA,Montara,94037
"37.52489,-122.50991",1,-8,-122.50991,37.52489,CA,Moss Beach,94038
"37.189396,-121.705327",1,-8,-121.705327,37.189396,CA,Mountain View,94039
"37.380207,-122.08787",1,-8,-122.08787,37.380207,CA,Mountain View,94040
"37.38949,-122.07846",1,-8,-122.07846,37.38949,CA,Mountain View,94041
"37.189396,-121.705327",1,-8,-121.705327,37.189396,CA,Mountain View,94042
"37.40679,-122.07461",1,-8,-122.07461,37.40679,CA,Mountain View,94043
"37.613806,-122.48229",1,-8,-122.48229,37.613806,CA,Pacifica,94044
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,Pacifica,94045
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,Redwood City,94059
"37.203092,-122.33718",1,-8,-122.33718,37.203092,CA,Pescadero,94060
"37.463911,-122.23396",1,-8,-122.23396,37.463911,CA,Redwood City,94061
"37.444879,-122.26253",1,-8,-122.26253,37.444879,CA,Redwood City,94062
"37.483504,-122.2144",1,-8,-122.2144,37.483504,CA,Redwood City,94063
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,Redwood City,94064
"37.533538,-122.24602",1,-8,-122.24602,37.533538,CA,Redwood City,94065
"37.625908,-122.42363",1,-8,-122.42363,37.625908,CA,San Bruno,94066
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,San Bruno,94067
"37.499175,-122.26655",1,-8,-122.26655,37.499175,CA,San Carlos,94070
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,San Carlos,94071
"37.317278,-122.36526",1,-8,-122.36526,37.317278,CA,San Gregorio,94074
"37.652857,-122.4301",1,-8,-122.4301,37.652857,CA,South San Francisco,94080
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,South San Francisco,94083
"37.38894,-122.017956",1,-8,-122.017956,37.38894,CA,Sunnyvale,94085
"37.378341,-122.02398",1,-8,-122.02398,37.378341,CA,Sunnyvale,94086
"37.350091,-122.03602",1,-8,-122.03602,37.350091,CA,Sunnyvale,94087
"37.189396,-121.705327",1,-8,-121.705327,37.189396,CA,Sunnyvale,94088
"37.406289,-122.00838",1,-8,-122.00838,37.406289,CA,Sunnyvale,94089
"37.189396,-121.705327",1,-8,-121.705327,37.189396,CA,Sunnyvale,94090
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,San Bruno,94096
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,San Bruno,94098
"37.381144,-122.334825",1,-8,-122.334825,37.381144,CA,South San Francisco,94099
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94101
"37.779329,-122.41915",1,-8,-122.41915,37.779329,CA,San Francisco,94102
"37.772329,-122.41087",1,-8,-122.41087,37.772329,CA,San Francisco,94103
"37.791728,-122.4019",1,-8,-122.4019,37.791728,CA,San Francisco,94104
"37.789228,-122.3957",1,-8,-122.3957,37.789228,CA,San Francisco,94105
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94106
"37.766529,-122.39577",1,-8,-122.39577,37.766529,CA,San Francisco,94107
"37.792678,-122.40793",1,-8,-122.40793,37.792678,CA,San Francisco,94108
"37.792778,-122.42188",1,-8,-122.42188,37.792778,CA,San Francisco,94109
"37.74873,-122.41545",1,-8,-122.41545,37.74873,CA,San Francisco,94110
"37.798228,-122.40027",1,-8,-122.40027,37.798228,CA,San Francisco,94111
"37.720931,-122.44241",1,-8,-122.44241,37.720931,CA,San Francisco,94112
"37.758434,-122.43512",1,-8,-122.43512,37.758434,CA,San Francisco,94114
"37.786129,-122.43736",1,-8,-122.43736,37.786129,CA,San Francisco,94115
"37.743381,-122.48578",1,-8,-122.48578,37.743381,CA,San Francisco,94116
"37.770937,-122.44276",1,-8,-122.44276,37.770937,CA,San Francisco,94117
"37.782029,-122.46158",1,-8,-122.46158,37.782029,CA,San Francisco,94118
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94119
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94120
"37.778729,-122.49265",1,-8,-122.49265,37.778729,CA,San Francisco,94121
"37.75838,-122.48478",1,-8,-122.48478,37.75838,CA,San Francisco,94122
"37.801028,-122.43836",1,-8,-122.43836,37.801028,CA,San Francisco,94123
"37.732797,-122.39348",1,-8,-122.39348,37.732797,CA,San Francisco,94124
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94125
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94126
"37.734964,-122.4597",1,-8,-122.4597,37.734964,CA,San Francisco,94127
"37.621964,-122.39534",1,-8,-122.39534,37.621964,CA,San Francisco,94128
"37.79984,-122.46167",1,-8,-122.46167,37.79984,CA,San Francisco,94129
"37.819423,-122.36966",1,-8,-122.36966,37.819423,CA,San Francisco,94130
"37.741797,-122.4378",1,-8,-122.4378,37.741797,CA,San Francisco,94131
"37.724231,-122.47958",1,-8,-122.47958,37.724231,CA,San Francisco,94132
"37.801878,-122.41018",1,-8,-122.41018,37.801878,CA,San Francisco,94133
"37.719581,-122.41085",1,-8,-122.41085,37.719581,CA,San Francisco,94134
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94135
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94136
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94137
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94138
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94139
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94140
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94141
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94142
"37.76313,-122.458582",1,-8,-122.458582,37.76313,CA,San Francisco,94143
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94144
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94145
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94146
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94147
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94150
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94151
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94152
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94153
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94154
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94155
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94156
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94157
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94159
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94160
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94161
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94162
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94163
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94164
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94165
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94166
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94167
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94168
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94169
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94170
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94171
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94172
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94175
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94177
"37.784827,-122.727802",1,-8,-122.727802,37.784827,CA,San Francisco,94188
"38.380456,-121.555406",1,-8,-121.555406,38.380456,CA,Sacramento,94203
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94204
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94205
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94206
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94207
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94208
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94209
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94211
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94229
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94230
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94232
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94234
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94235
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94236
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94237
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94239
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94240
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94243
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94244
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94245
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94246
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94247
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94248
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94249
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94250
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94252
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94253
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94254
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94256
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94257
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94258
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94259
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94261
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94262
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94263
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94267
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94268
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94269
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94271
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94273
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94274
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94277
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94278
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94279
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94280
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94282
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94283
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94284
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94285
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94286
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94287
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94288
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94289
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94290
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94291
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94293
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94294
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94295
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94296
"38.377411,-121.444429",1,-8,-121.444429,38.377411,CA,Sacramento,94297
